time,GWF_IN,INFILTRATION_IN,REJ-INF_IN,STORAGE_IN,GWF_OUT,INFILTRATION_OUT,REJ-INF_OUT,STORAGE_OUT,TOTAL_IN,TOTAL_OUT,PERCENT_DIFFERENCE
100000000.0000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.1392805930928838E-08,.000000000000000,627264.0271529293,.000000000000000,.000000000000000,627264.0271529307,-200.0000000000000
